,global_x,global_y,global_z,delta_s,total_s,has_anchor,depth,z1,is_underground,has_hydro_loading,u_z_initial,u_y_initial,u_x_initial,theta_x_initial,theta_y_initial,theta_z_initial
38,1899.9224559832,21.945651795715094,-51.94565179559868,50.00412446995733,1900.1765003450053,True,-64.0,-47.12894250947276,False,True,-4.816709286125921,0,0,0,0,0
39,1949.9209621948776,22.474419480888173,-52.47441948088817,50.004097971356764,1950.180598316362,,,,False,,-4.431194853277123,0,0,0,0,0
40,1999.9194947831293,23.00068717508111,-53.000687174964696,50.00407159772338,2000.1846699140854,True,-64.0,-48.576514551164614,False,True,-4.424172623800082,0,0,0,0,0
41,2049.918053622947,23.524454876896925,-53.52445487678051,50.00404534904788,2050.1887152631334,,,,False,,-5.151686525926162,0,0,0,0,0
42,2099.9166385893313,24.04572258493863,-54.04572258493863,50.00401922533607,2100.1927344884693,True,-69.0,-48.14878986598141,False,True,-5.896932718957217,0,0,0,0,0
43,2149.915249557278,24.56449029792566,-54.564490298042074,50.00399322658414,2150.1967277150534,,,,False,,-5.928451375079646,0,0,0,0,0
44,2199.913886401784,25.08075801481027,-55.08075801481027,50.0039673527979,2200.2006950678515,True,-69.0,-49.55175152786273,False,True,-5.529006486947544,0,0,0,0,0
45,2249.912548997847,25.59452573384624,-55.594525733962655,50.00394160397052,2250.204636671822,,,,False,,-5.1815431403935035,0,0,0,0,0
46,2299.9112372204636,26.105793454218656,-56.105793454218656,50.003915980112,2300.208552651934,True,-69.0,-50.95028648072222,False,True,-5.155506973496436,0,0,0,0,0
47,2349.9099509446296,26.61456117441412,-56.61456117441412,50.00389048121488,2350.212443133149,,,,False,,-5.5375451884427145,0,0,0,0,0
48,2399.908690045344,27.120828893152066,-57.12082889303565,50.003865107282046,2400.216308240431,True,-72.0,-51.224218201433395,False,True,-5.896610691602255,0,0,0,0,0
49,2449.9074543976003,27.624596609151922,-57.62459660915192,50.00383985831431,2450.220148098745,,,,False,,-5.825930089598935,0,0,0,0,0
50,2499.9062438763976,28.125864321249537,-58.12586432124954,50.003814734312805,2500.223962833058,True,-72.0,-52.59234523536056,False,True,-5.533519085888976,0,0,0,0,0
51,2549.9050583567314,28.624632028164342,-58.62463202816434,50.003789735276605,2550.227752568335,,,,False,,-5.310579319892454,0,0,0,0,0
52,2599.903897713597,29.12089972861577,-59.12089972849935,50.00376486120378,2600.2315174295386,True,-72.0,-53.9546326504468,False,True,-5.166267078052556,0,0,0,0,0
53,2649.902761821995,29.614667421323247,-59.61466742120683,50.003740112103614,2650.235257541642,,,,False,,-5.030186468593103,0,0,0,0,0
54,2699.901650556916,30.105935105122626,-60.10593510500621,50.00371548796442,2700.2389730296063,True,-72.0,-55.31015686516886,False,True,-4.795778239837354,0,0,0,0,0
55,2749.9005637933587,30.594702778733335,-60.59470277861692,50.0036909887945,2750.242664018401,,,,False,,-4.454109030495616,0,0,0,0,0
56,2799.899501406322,31.080970440874808,-61.08097044087481,50.0036666145954,2800.246330632996,True,-72.0,-56.65805804014784,False,True,-4.422912400726965,0,0,0,0,0
57,2849.898463270798,31.564738090499304,-61.564738090499304,50.00364236536133,2850.2499729983574,,,,False,,-5.001246216261347,0,0,0,0,0
58,2899.8974492617854,32.04600572644267,-62.04600572632626,50.003618241099886,2900.2535912394574,True,-76.0,-56.45920708266282,False,True,-5.586798643663435,0,0,0,0,0
59,2949.8964592542798,32.52477334719151,-62.52477334730793,50.00359424180558,2950.257185481263,,,,False,,-5.57205932752488,0,0,0,0,0
60,2999.8954931232747,33.00104095193092,-63.0010409518145,50.00357036747807,3000.260755848741,True,-76.0,-57.77094742810399,False,True,-5.230093523710515,0,0,0,0,0
61,3049.8945507437693,33.474808539263904,-63.47480853914749,50.00354661812651,3050.264302466868,,,,False,,-4.970872408912394,0,0,0,0,0
62,3099.893631990757,33.94607610779349,-63.94607610779349,50.003522993738045,3100.2678254606058,True,-76.0,-59.0746608759352,False,True,-4.871415231858286,0,0,0,0,0
63,3149.8927367392353,34.414843656821176,-64.41484365670476,50.003499494327684,3150.2713249549333,,,,False,,-4.897099030310809,0,0,0,0,0
64,3199.891864864201,34.881111184717156,-64.88111118471716,50.00347611988592,3200.274801074819,True,-77.0,-59.98142725858088,False,True,-4.899683926136277,0,0,0,0,0
65,3249.8910162406464,35.344878690550104,-65.3448786905501,50.003452870413106,3250.2782539452323,,,,False,,-4.754297644258497,0,0,0,0,0
66,3299.8901907435684,35.80614617315587,-65.80614617327228,50.00342974591611,3300.2816836911484,True,-77.0,-61.262990935544714,False,True,-4.543155237727568,0,0,0,0,0
67,3349.8893882479642,36.264913631486706,-66.26491363137029,50.003406746390965,3350.285090437539,,,,False,,-4.366071083215949,0,0,0,0,0
68,3399.8886086288276,36.72118106414564,-66.72118106402922,50.00338387183761,3400.288474309377,True,-77.0,-62.53501154026997,False,True,-4.186169523759254,0,0,0,0,0
69,3449.887851761154,37.17494847008493,-67.17494846996851,50.00336112225715,3450.291835431634,,,,False,,-3.969348024103085,0,0,0,0,0
70,3499.8871175199383,37.62621584814042,-67.62621584814042,50.00333849765096,3500.295173929285,True,-77.0,-63.79692927867059,False,True,-3.8292865694698293,0,0,0,0,0
71,3549.8864057801784,38.07498319726437,-68.07498319738079,50.003315998021215,3550.298489927306,,,,False,,-3.8529138335532576,0,0,0,0,0
72,3599.8857164168676,38.52125051652547,-68.52125051640905,50.00329362336459,3600.3017835506707,True,-78.0,-64.64887979295317,False,True,-3.8723707234558873,0,0,0,0,0
73,3649.8850493050013,38.96501780441031,-68.96501780441031,50.00327137368221,3650.305054924353,,,,False,,-3.724541013446025,0,0,0,0,0
74,3699.884404319575,39.40628505998757,-69.40628505998757,50.003249248974434,3700.3083041733275,True,-78.0,-65.88621734694115,False,True,-3.5200677130464157,0,0,0,0,0
75,3749.883781335584,39.84505228220951,-69.84505228220951,50.00322724924466,3750.311531422572,,,,False,,-3.3769636790206197,0,0,0,0,0
76,3799.883180228022,40.28131946991198,-70.28131946979556,50.003205374487315,3800.314736797059,True,-78.0,-67.1123575479545,False,True,-3.16896192184106,0,0,0,0,0
77,3849.882600871886,40.71508662193082,-70.71508662193082,50.00318362471044,3850.3179204217695,,,,False,,-2.835044691424557,0,0,0,0,0
78,3899.88204314217,41.146353737218305,-71.14635373733472,50.00316199990767,3900.321082421677,True,-78.0,-68.32688269557804,False,True,-2.8194710417566853,0,0,0,0,0
79,3949.8815069138673,41.57512081495952,-71.57512081495952,50.00314050008336,3950.3242229217603,,,,False,,-3.450152926792222,0,0,0,0,0
80,3999.880992061977,42.00138785375748,-72.00138785375748,50.003119125238285,4000.3273420469986,True,-82.0,-67.91705075746346,False,True,-4.084337096294021,0,0,0,0,0
81,4049.880498461489,42.42515485268086,-72.42515485268086,50.00309787536765,4050.330439922366,,,,False,,-4.0774361614108265,0,0,0,0,0
82,4099.880025987399,42.846421810565516,-72.84642181068193,50.003076750475266,4100.333516672841,True,-82.0,-69.09823042765507,False,True,-3.748191383026864,0,0,0,0,0
83,4149.879574514702,43.265188726596534,-73.26518872659653,50.003055750563405,4150.3365724234045,,,,False,,-3.537752461916468,0,0,0,0,0
84,4199.879143918399,43.68145559937693,-73.68145559949335,50.00303487563491,4200.339607299039,True,-82.0,-70.26788139081442,False,True,-3.4135742086789236,0,0,0,0,0
85,4249.878734073474,44.09522242820822,-74.09522242820822,50.003014125677616,4250.3426214247165,,,,False,,-3.2572757268007693,0,0,0,0,0
86,4299.878344854929,44.50648921192624,-74.50648921192624,50.00299350070722,4300.345614925423,True,-82.0,-71.42566103043362,False,True,-3.0808281814926204,0,0,0,0,0
87,4349.877976137755,44.91525594948325,-74.91525594948325,50.0029730007121,4350.348587926135,,,,False,,-2.916859053834074,0,0,0,0,0
88,4399.877627796945,45.32152263971511,-75.32152263971511,50.00295262569529,4400.35154055183,True,-82.0,-72.57125361305852,False,True,-2.7502690266565963,0,0,0,0,0
89,4449.877299707499,45.72528928180691,-75.72528928180691,50.00293237566824,4450.354472927498,,,,False,,-2.569162696177132,0,0,0,0,0
90,4499.876991744407,46.12655587482732,-76.1265558747109,50.00291225061654,4500.357385178115,True,-82.0,-73.70436876430821,False,True,-2.422187110402689,0,0,0,0,0
91,4549.876703782664,46.52532241749577,-76.52532241749577,50.00289225054685,4550.360277428662,,,,False,,-2.324511193467975,0,0,0,0,0
92,4599.876435697265,46.92158890888095,-76.92158890888095,50.00287237545858,4600.36314980412,True,-82.0,-74.8247399866525,False,True,-2.096848922228446,0,0,0,0,0
93,4649.876187363205,47.31535534816794,-77.31535534816794,50.00285262535574,4650.366002429476,,,,False,,-1.6906170655605228,0,0,0,0,0
94,4699.875958655475,47.706621734425426,-77.70662173442543,50.00283300023492,4700.368835429711,True,-82.0,-75.93212322672169,False,True,-1.7744985077037398,0,0,0,0,0
95,4749.87574944907,48.095388066372834,-78.09538806637283,50.002813500091875,4750.371648929803,,,,False,,-2.833480946523059,0,0,0,0,0
96,4799.875559618986,48.481654343078844,-78.48165434307884,50.002794124935114,4800.374443054739,True,-88.0,-74.58114912405681,False,True,-3.900505219022037,0,0,0,0,0
97,4849.875389040216,48.865420563844964,-78.86542056384496,50.002774874765755,4850.377217929505,,,,False,,-4.002373643143423,0,0,0,0,0
98,4899.875237587752,49.246686727623455,-79.24668672750704,50.00275574957598,4900.379973679081,True,-88.0,-75.65330540605889,False,True,-3.593381321448149,0,0,0,0,0
99,4949.8751051365925,49.62545283313375,-79.62545283313375,50.002736749372495,4950.382710428453,,,,False,,-3.3348408714085997,0,0,0,0,0
100,4999.874991561725,50.00171887979377,-80.00171887979377,50.00271787415088,5000.385428302604,True,-88.0,-76.71307669426895,False,True,-3.2886421855248216,0,0,0,0,0
101,5049.87489673815,50.375484866672195,-80.3754848666722,50.00269912392052,5050.388127426524,,,,False,,-3.3556894577597904,0,0,0,0,0
102,5099.874820540856,50.74675079260487,-80.74675079260487,50.00268049866828,5100.390807925192,True,-89.0,-77.35438397970431,False,True,-3.392366812900562,0,0,0,0,0
103,5149.874762844839,51.115516656893305,-81.11551665677689,50.00266199840688,5150.393469923599,,,,False,,-3.286299636375035,0,0,0,0,0
104,5199.874723525093,51.48178245825693,-81.48178245825693,50.00264362312779,5200.396113546726,True,-89.0,-78.38718403290652,False,True,-3.094598425350412,0,0,0,0,0
105,5249.87470245661,51.845548196230084,-81.84554819623008,50.00262537283811,5250.3987389195645,,,,False,,-2.9101736611244173,0,0,0,0,0
106,5299.874699514385,52.2068138695322,-82.20681386964861,50.002607247532296,5300.401346167097,True,-89.0,-79.40716321987105,False,True,-2.7996506497775613,0,0,0,0,0
107,5349.87471457341,52.565579477581196,-82.5655794775812,50.002589247214715,5350.4039354143115,,,,False,,-2.75648071012298,0,0,0,0,0
108,5399.874747508681,52.921845019212924,-82.92184501921292,50.002571371885914,5400.4065067861975,True,-89.0,-80.41414063209139,False,True,-2.507704387121535,0,0,0,0,0
